sets,release_year,num_parts,media_franchise,inception,original_medium,revenue
Spider-Man Action Pack,2002,25,Spider-Man,1962,Comic book,25.4
Motorized Hogwarts Express,2004,713,Harry Potter,1997,Novel,34.5
Diagon Alley,2011,2029,Harry Potter,1997,Novel,34.5
The Tower of Orthanc,2013,2362,The Lord of the Rings,1937,Novel,6.84
Ariel's Undersea Castle,2013,39,Disney Princess,2000,Animated films,45.4
Ariel's Magical Boat Ride,2012,30,Disney Princess,2000,Animated films,45.4
Mickey Mouse and Friends,2012,65,Disney's Mickey Mouse,1928,Animated cartoon,52.2
Sleeping Beauty's Fairy Tale,2014,55,Disney Princess,2000,Animated films,45.4
Superman Rescue,2014,19,DC Comics,2013,Film,7.76
The Joker Challenge,2014,40,DC Comics,2013,Film,7.76
Batcave Adventure,2014,59,DC Comics,2013,Film,7.76
Clubhouse Café,2014,17,Disney's Mickey Mouse,1928,Animated cartoon,52.2
Disney Princess Collection,2015,63,Disney Princess,2000,Animated films,45.4
Birthday Parade,2015,24,Disney's Mickey Mouse,1928,Animated cartoon,52.2
Batman Adventure,2015,47,DC Comics,2013,Film,7.76
Classic Race,2015,29,Cars,2006,Animated film,21.5
Spider-Man: Spider-Car Pursuit,2014,55,Marvel,2008,Film,32.2
Spider-Man Hideout,2015,137,Marvel,2008,Film,32.2
Iron Man vs. Loki,2016,66,Marvel,2008,Film,32.2
Ariel's Dolphin Carriage,2016,70,Disney Princess,2000,Animated films,45.4
Cinderella's Carriage,2016,116,Disney Princess,2000,Animated films,45.4
Lightning McQueen Speed Launcher,2017,47,Cars,2006,Animated film,21.5
Cruz Ramirez Race Simulator,2017,59,Cars,2006,Animated film,21.5
Guido and Luigi's Pit Stop,2017,75,Cars,2006,Animated film,21.5
Mater's Junkyard,2017,62,Cars,2006,Animated film,21.5
Snow White's Forest Cottage,2017,67,Disney Princess,2000,Animated films,45.4
Willy's Butte Speed Training,2017,95,Cars,2006,Animated film,21.5
Smokey's Garage,2017,124,Cars,2006,Animated film,21.5
Thunder Hollow Crazy 8 Race,2017,191,Cars,2006,Animated film,21.5
Florida 500 Race Final,2017,266,Cars,2006,Animated film,21.5
Spider-Man vs. Scorpion Street Showdown,2018,125,Marvel,2008,Film,32.2
Belle's Story Time,2018,87,Disney Princess,2000,Animated films,45.4
Ariel's Underwater Concert,2018,92,Disney Princess,2000,Animated films,45.4
Woody & RC,2019,69,Toy Story,1995,Animated film,14.8
Duke Caboom's Stunt Show,2019,120,Toy Story,1995,Animated film,14.8
Buzz and Bo Peep's Playground Adventure,2019,139,Toy Story,1995,Animated film,14.8
Toy Story 4 RV Vacation,2019,178,Toy Story,1995,Animated film,14.8
Buzz & Woody's Carnival Mania!,2019,230,Toy Story,1995,Animated film,14.8
Carnival Thrill Coaster,2019,98,Toy Story,1995,Animated film,14.8
Spider-Man's Techno Trike,2022,59,Spider-Man,1962,Comic book,25.4
Hulk vs. Rhino Truck Showdown,2022,110,Spider-Man,1962,Comic book,25.4
Spider-Man at Doc Ock's Lab,2022,131,Spider-Man,1962,Comic book,25.4
Spider-Man Webquarters Hangout,2022,155,Spider-Man,1962,Comic book,25.4
Spider-Man's Car and Doc Ock,2023,48,Spider-Man,1962,Comic book,25.4
Team Spidey at Green Goblin's Lighthouse,2023,149,Spider-Man,1962,Comic book,25.4
Team Spidey's Mobile Headquarters,2023,187,Spider-Man,1962,Comic book,25.4
Batwing Adventure,2017,28,DC Comics,2013,Film,7.76
Mickey & Friends Beach House,2016,48,Disney's Mickey Mouse,1928,Animated cartoon,52.2
Mickey's Workshop,2016,18,Disney's Mickey Mouse,1928,Animated cartoon,52.2
Minnie's Cafe,2016,27,Disney's Mickey Mouse,1928,Animated cartoon,52.2
Batcave Challenge,2017,73,DC Comics,2013,Film,7.76
Mickey Racer,2017,15,Disney's Mickey Mouse,1928,Animated cartoon,52.2
Minnie Mouse Bow-tique,2017,70,Disney's Mickey Mouse,1928,Animated cartoon,52.2
Flo's Café,2017,28,Cars,2006,Animated film,21.5
Cinderella's Magical Castle,2017,56,Disney Princess,2000,Animated films,45.4
Mater's Shed,2017,23,Cars,2006,Animated film,21.5
Piston Cup Race,2017,31,Cars,2006,Animated film,21.5
Minnie's Birthday Party,2018,21,Disney's Mickey Mouse,1928,Animated cartoon,52.2
Belle's Tea Party,2018,19,Disney Princess,2000,Animated films,45.4
Rapunzel's Tower,2018,37,Disney Princess,2000,Animated films,45.4
Gentle Giants Petting Zoo,2018,24,Jurassic World,1990,Novel,8.82
T. rex Tower,2018,22,Jurassic World,1990,Novel,8.82
Mickey's Boat,2018,28,Disney's Mickey Mouse,1928,Animated cartoon,52.2
Mickey's Vacation House,2019,57,Disney's Mickey Mouse,1928,Animated cartoon,52.2
Toy Story Train,2019,21,Toy Story,1995,Animated film,14.8
My First Minnie Build,2019,10,Disney's Mickey Mouse,1928,Animated cartoon,52.2
My First Mickey Build,2019,9,Disney's Mickey Mouse,1928,Animated cartoon,52.2
Frozen Ice Castle,2019,59,Disney Princess,2000,Animated films,45.4
Batcave,2020,33,DC Comics,2013,Film,7.76
Elsa & Olaf's Tea Party,2020,17,Disney Princess,2000,Animated films,45.4
Ariel's Undersea Castle,2020,35,Disney Princess,2000,Animated films,45.4
Lightning McQueen's Race Day,2020,42,Cars,2006,Animated film,21.5
Batman: Arkham Asylum Breakout,2012,1621,Batman,1939,Comic book,29.6
Dinosaur Nursery,2022,27,Jurassic World,1990,Novel,8.82
T. rex and Triceratops Dinosaur Breakout,2021,36,Jurassic World,1990,Novel,8.82
Mickey & Minnie Birthday Train,2021,22,Disney's Mickey Mouse,1928,Animated cartoon,52.2
Minnie's House and Café,2021,91,Disney's Mickey Mouse,1928,Animated cartoon,52.2
Belle's Ballroom,2022,23,Disney Princess,2000,Animated films,45.4
Buzz Lightyear's Planetary Mission,2022,37,Toy Story,1995,Animated film,14.8
Lightning McQueen & Mater's Car Wash Fun,2023,29,Cars,2006,Animated film,21.5
Baby Raptor and Nest,2018,23,Jurassic World,1990,Novel,8.82
Owen and Lookout Tower,2018,39,Jurassic World,1990,Novel,8.82
Raptor Ambush,2019,33,Jurassic World,1990,Novel,8.82
Owen with Baby Raptor,2019,7,Jurassic World,1990,Novel,8.82
Tyrannosaurus Rex,2020,65,Jurassic World,1990,Novel,8.82
Triceratops,2020,65,Jurassic World,1990,Novel,8.82
Owen with Canoe,2020,17,Jurassic World,1990,Novel,8.82
Create Dino,2020,28,Jurassic World,1990,Novel,8.82
Vic Hoskins with Buggy,2020,35,Jurassic World,1990,Novel,8.82
Baby Dino Transport,2020,26,Jurassic World,1990,Novel,8.82
Stegosaurus,2020,64,Jurassic World,1990,Novel,8.82
Dr. Wu's Laboratory,2021,15,Jurassic World,1990,Novel,8.82
Owen with Helicopter,2021,31,Jurassic World,1990,Novel,8.82
Owen Grady and Red Motorbike,2021,14,Jurassic World,1990,Novel,8.82
Dilophosaurus,2021,67,Jurassic World,1990,Novel,8.82
Sinjin Prescott with Buggy,2021,30,Jurassic World,1990,Novel,8.82
Raptor and Hideout,2022,23,Jurassic World,1990,Novel,8.82
Tyrannosaurus Rex,2022,57,Jurassic World,1990,Novel,8.82
Raptor with Breeding Station,2022,37,Jurassic World,1990,Novel,8.82
Owen with Airboat,2022,31,Jurassic World,1990,Novel,8.82
Raptor and Nest,2022,23,Jurassic World,1990,Novel,8.82
Dino-Trap,2022,28,Jurassic World,1990,Novel,8.82
Owen and Quad,2022,37,Jurassic World,1990,Novel,8.82
Rainn Delacourt with Raptor,2022,34,Jurassic World,1990,Novel,8.82
Blue Raptor,2022,60,Jurassic World,1990,Novel,8.82
Raptor and Trap,2023,20,Jurassic World,1990,Novel,8.82
Baby Raptor with Incubator,2023,20,Jurassic World,1990,Novel,8.82
Owen with Jet Pack and Raptor,2023,23,Jurassic World,1990,Novel,8.82
Pyroraptor,2023,71,Jurassic World,1990,Novel,8.82
Raptor with Big Trap,2023,30,Jurassic World,1990,Novel,8.82
Owen with Swamp Speeder and Raptor,2023,28,Jurassic World,1990,Novel,8.82
Wildlife Guard and Raptor,2023,17,Jurassic World,1990,Novel,8.82
Owen's Mega Motorcycle,2023,10,Jurassic World,1990,Novel,8.82
Green Goblin,2002,58,Spider-Man,1962,Comic book,25.4
Wrestling Scene,2002,127,Spider-Man,1962,Comic book,25.4
Spider-Man Action Studio,2002,249,Spider-Man,1962,Comic book,25.4
Jungle Cruiser,2008,83,Indiana Jones,1981,Film,2.6
Clone Turbo Tank,2008,64,Star Wars,1977,Film,46.7
Republic Attack Cruiser,2009,84,Star Wars,1977,Film,46.7
AT-TE Walker,2009,94,Star Wars,1977,Film,46.7
Republic Gunship,2009,94,Star Wars,1977,Film,46.7
Imperial Shuttle,2010,70,Star Wars,1977,Film,46.7
AT-AT Walker,2010,83,Star Wars,1977,Film,46.7
Slave I,2011,76,Star Wars,1977,Film,46.7
Bounty Hunter Assault Gunship,2011,81,Star Wars,1977,Film,46.7
Micro World - The Village,2013,466,Minecraft,2009,Video game,4.3
Micro World - The Nether,2013,470,Minecraft,2009,Video game,4.3
Micro World - The End,2014,440,Minecraft,2009,Video game,4.3
The Cave,2014,249,Minecraft,2009,Video game,4.3
The Farm,2014,262,Minecraft,2009,Video game,4.3
The First Night,2014,408,Minecraft,2009,Video game,4.3
Crafting Box,2014,518,Minecraft,2009,Video game,4.3
The Ender Dragon,2014,636,Minecraft,2009,Video game,4.3
The Mine,2014,922,Minecraft,2009,Video game,4.3
The Dungeon,2015,219,Minecraft,2009,Video game,4.3
The Snow Hideout,2015,327,Minecraft,2009,Video game,4.3
The Desert Outpost,2015,519,Minecraft,2009,Video game,4.3
The Nether Fortress,2015,571,Minecraft,2009,Video game,4.3
The Iron Golem,2016,208,Minecraft,2009,Video game,4.3
The End Portal,2016,559,Minecraft,2009,Video game,4.3
The Jungle Tree House,2016,707,Minecraft,2009,Video game,4.3
The Wither,2016,318,Minecraft,2009,Video game,4.3
The Fortress,2016,984,Minecraft,2009,Video game,4.3
The Village,2016,1600,Minecraft,2009,Video game,4.3
The Mushroom Island,2017,247,Minecraft,2009,Video game,4.3
The Nether Railway,2017,387,Minecraft,2009,Video game,4.3
The Ice Spikes,2017,454,Minecraft,2009,Video game,4.3
The Jungle Temple,2017,598,Minecraft,2009,Video game,4.3
The Witch Hut,2017,502,Minecraft,2009,Video game,4.3
The Waterfall Base,2017,729,Minecraft,2009,Video game,4.3
The Crafting Box 2.0,2017,717,Minecraft,2009,Video game,4.3
The Ocean Monument,2017,1122,Minecraft,2009,Video game,4.3
The Mountain Cave,2017,2863,Minecraft,2009,Video game,4.3
The Melon Farm,2018,69,Minecraft,2009,Video game,4.3
The Nether Fight,2018,84,Minecraft,2009,Video game,4.3
The Chicken Coop,2018,198,Minecraft,2009,Video game,4.3
The Zombie Cave,2018,241,Minecraft,2009,Video game,4.3
The Polar Igloo,2018,278,Minecraft,2009,Video game,4.3
The Nether Portal,2018,470,Minecraft,2009,Video game,4.3
The Farm Cottage,2018,549,Minecraft,2009,Video game,4.3
The Skull Arena,2018,198,Minecraft,2009,Video game,4.3
The Skeleton Attack,2018,457,Minecraft,2009,Video game,4.3
The Bedrock Adventures,2018,644,Minecraft,2009,Video game,4.3
Minecraft Steve BigFig with Parrot,2019,159,Minecraft,2009,Video game,4.3
Minecraft Alex BigFig with Chicken,2019,160,Minecraft,2009,Video game,4.3
Minecraft Skeleton BigFig with Magma Cube,2019,142,Minecraft,2009,Video game,4.3
The End Battle,2019,222,Minecraft,2009,Video game,4.3
The Pirate Ship Adventure,2019,386,Minecraft,2009,Video game,4.3
The Wool Farm,2019,260,Minecraft,2009,Video game,4.3
The Blaze Bridge,2019,372,Minecraft,2009,Video game,4.3
The Creeper Mine,2019,834,Minecraft,2009,Video game,4.3
BigFig Creeper and Ocelot,2020,184,Minecraft,2009,Video game,4.3
BigFig Pig with Baby Zombie,2020,159,Minecraft,2009,Video game,4.3
The Panda Nursery,2020,204,Minecraft,2009,Video game,4.3
The Pillager Outpost,2020,303,Minecraft,2009,Video game,4.3
The Illager Raid,2020,562,Minecraft,2009,Video game,4.3
The Crafting Box 3.0,2020,564,Minecraft,2009,Video game,4.3
The Taiga Adventure,2020,74,Minecraft,2009,Video game,4.3
The Redstone Battle,2020,511,Minecraft,2009,Video game,4.3
The Coral Reef,2021,92,Minecraft,2009,Video game,4.3
The Bee Farm,2020,238,Minecraft,2009,Video game,4.3
"The ""Abandoned"" Mine",2020,248,Minecraft,2009,Video game,4.3
The Trading Post,2020,201,Minecraft,2009,Video game,4.3
The Warped Forest,2021,287,Minecraft,2009,Video game,4.3
The First Adventure,2021,542,Minecraft,2009,Video game,4.3
The Pig House,2021,490,Minecraft,2009,Video game,4.3
Batman,2017,8,Batman,1939,Comic book,29.6
The Joker,2017,7,Batman,1939,Comic book,29.6
The Horse Stable,2021,241,Minecraft,2009,Video game,4.3
The Ruined Portal,2021,316,Minecraft,2009,Video game,4.3
The Sky Tower,2021,565,Minecraft,2009,Video game,4.3
The Modern Treehouse,2021,909,Minecraft,2009,Video game,4.3
The Jungle Abomination,2021,496,Minecraft,2009,Video game,4.3
The Creeper Ambush,2022,72,Minecraft,2009,Video game,4.3
The Fox Lodge,2022,193,Minecraft,2009,Video game,4.3
The Mushroom House,2022,272,Minecraft,2009,Video game,4.3
The Guardian Battle,2022,255,Minecraft,2009,Video game,4.3
Batman,2018,9,Batman,1939,Comic book,29.6
Harley Quinn,2018,6,Batman,1939,Comic book,29.6
The Rabbit Ranch,2022,340,Minecraft,2009,Video game,4.3
The Training Grounds,2022,534,Minecraft,2009,Video game,4.3
The Bakery,2022,154,Minecraft,2009,Video game,4.3
The Nether Bastion,2022,300,Minecraft,2009,Video game,4.3
The Ice Castle,2022,499,Minecraft,2009,Video game,4.3
The Red Barn,2022,799,Minecraft,2009,Video game,4.3
The Llama Village,2022,1252,Minecraft,2009,Video game,4.3
The Skeleton Dungeon,2022,364,Minecraft,2009,Video game,4.3
The Abandoned Village,2022,422,Minecraft,2009,Video game,4.3
Batman,2019,7,Batman,1939,Comic book,29.6
Robin,2019,7,Batman,1939,Comic book,29.6
Superman and Kryptonite,2019,10,DC Comics,2013,Film,7.76
The Flash,2019,6,Batman,1939,Comic book,29.6
The Joker,2019,9,Batman,1939,Comic book,29.6
Armored Batman,2019,7,Batman,1939,Comic book,29.6
Mr. Freeze,2020,17,Batman,1939,Comic book,29.6
Batman,2020,13,Batman,1939,Comic book,29.6
The Riddler,2020,10,Batman,1939,Comic book,29.6
Batman - Mechanical Arms Backpack,2020,14,Batman,1939,Comic book,29.6
The Joker & Catapult,2020,17,Batman,1939,Comic book,29.6
Batman,2021,19,Batman,1939,Comic book,29.6
Robin,2021,10,Batman,1939,Comic book,29.6
Batgirl,2021,15,Batman,1939,Comic book,29.6
The Joker,2021,30,Batman,1939,Comic book,29.6
The Penguin,2021,15,Batman,1939,Comic book,29.6
Batman,2021,7,Batman,1939,Comic book,29.6
Batmobile,2022,38,Batman,1939,Comic book,29.6
Batman,2022,22,Batman,1939,Comic book,29.6
Robin and Heli-Pack,2022,16,Batman,1939,Comic book,29.6
Batcycle,2022,29,Batman,1939,Comic book,29.6
Batmobile,2022,53,Batman,1939,Comic book,29.6
Batman on Jet Boat,2022,26,Batman,1939,Comic book,29.6
Batcycle,2023,37,Batman,1939,Comic book,29.6
Batman and Batjet,2023,34,Batman,1939,Comic book,29.6
The Joker,2023,7,Batman,1939,Comic book,29.6
Batmobile Tumbler,2023,58,Batman,1939,Comic book,29.6
Batwing,2023,44,Batman,1939,Comic book,29.6
The Swamp Adventure,2023,65,Minecraft,2009,Video game,4.3
The Bee Cottage,2023,254,Minecraft,2009,Video game,4.3
The End Arena,2023,252,Minecraft,2009,Video game,4.3
The Frozen Peaks,2023,304,Minecraft,2009,Video game,4.3
The Sword Outpost,2023,427,Minecraft,2009,Video game,4.3
The Panda Haven,2023,553,Minecraft,2009,Video game,4.3
The Deep Dark Battle,2023,584,Minecraft,2009,Video game,4.3
The Axolotl House,2023,242,Minecraft,2009,Video game,4.3
The Pumpkin Farm,2023,257,Minecraft,2009,Video game,4.3
The Crafting Box 4.0,2023,605,Minecraft,2009,Video game,4.3
The Iron Golem Fortress,2023,868,Minecraft,2009,Video game,4.3
The Armoury,2023,0,Minecraft,2009,Video game,4.3
The Animal Sanctuary,2023,0,Minecraft,2009,Video game,4.3
Spider-Man,2020,20,Spider-Man,1962,Comic book,25.4
Iron Man,2020,8,Avengers,1963,Comic book,14.3
Captain Marvel,2020,10,Avengers,1963,Comic book,14.3
Venom,2021,14,Spider-Man,1962,Comic book,25.4
Thor,2021,9,Avengers,1963,Comic book,14.3
Captain America,2021,10,Avengers,1963,Comic book,14.3
War Machine,2021,18,Avengers,1963,Comic book,14.3
Iron Spider,2021,14,Spider-Man,1962,Comic book,25.4
Black Widow,2021,17,Avengers,1963,Comic book,14.3
Iron Man,2022,22,Avengers,1963,Comic book,14.3
Loki,2022,7,Avengers,1963,Comic book,14.3
Captain America,2022,13,Avengers,1963,Comic book,14.3
War Machine,2022,15,Avengers,1963,Comic book,14.3
Spider-Man,2022,1,Spider-Man,1962,Comic book,25.4
Thanos,2022,10,Avengers,1963,Comic book,14.3
Carnage,2022,0,Spider-Man,1962,Comic book,25.4
Rescue,2022,18,Avengers,1963,Comic book,14.3
Black Panther with Jet,2023,25,Avengers,1963,Comic book,14.3
Doctor Strange,2023,9,Avengers,1963,Comic book,14.3
Mighty Thor,2023,6,Avengers,1963,Comic book,14.3
Groot,2023,2,Avengers,1963,Comic book,14.3
Iron Man,2023,9,Avengers,1963,Comic book,14.3
Stormtrooper,2009,5,Star Wars,1977,Film,46.7
White Boba Fett Figure,2010,5,Star Wars,1977,Film,46.7
Shadow ARF Trooper,2011,5,Star Wars,1977,Film,46.7
Bouncing with Tigger,2001,9,Winnie the Pooh,1924,Book[52],48.5
Acorn Adventure with Piglet,2001,9,Winnie the Pooh,1924,Book[52],48.5
Eeyore and the Little Raincloud,2001,9,Winnie the Pooh,1924,Book[52],48.5
Build and Play in the Pop-Up 100 Acre Wood,2001,15,Winnie the Pooh,1924,Book[52],48.5
Pooh's House,1999,8,Winnie the Pooh,1924,Book[52],48.5
Pooh's Birthday,1999,9,Winnie the Pooh,1924,Book[52],48.5
Pooh and Tigger Play Hide and Seek,1999,14,Winnie the Pooh,1924,Book[52],48.5
Pooh and Piglet Go Honey-Hunting,1999,22,Winnie the Pooh,1924,Book[52],48.5
Tigger's Slippery Slide,1999,19,Winnie the Pooh,1924,Book[52],48.5
Welcome to the Hundred Acre Wood,1999,37,Winnie the Pooh,1924,Book[52],48.5
Surprise for Eeyore,1999,31,Winnie the Pooh,1924,Book[52],48.5
The Big Honeypot,2000,47,Winnie the Pooh,1924,Book[52],48.5
Tigger's Treehouse,2000,35,Winnie the Pooh,1924,Book[52],48.5
Pooh and the Honeybees,2001,9,Winnie the Pooh,1924,Book[52],48.5
Surprise Birthday Party for Eeyore,2001,28,Winnie the Pooh,1924,Book[52],48.5
Battle Droid on STAP,2009,28,Star Wars,1977,Film,46.7
Imperial Speeder Bike,2009,33,Star Wars,1977,Film,46.7
Clone Walker,2009,31,Star Wars,1977,Film,46.7
Republic Attack Shuttle - Mini,2010,54,Star Wars,1977,Film,46.7
X-wing Fighter - Mini,2010,61,Star Wars,1977,Film,46.7
AAT,2011,46,Star Wars,1977,Film,46.7
Republic Attack Cruiser - Mini,2011,41,Star Wars,1977,Film,46.7
AT-ST,2011,46,Star Wars,1977,Film,46.7
Vulture Droid,2011,42,Star Wars,1977,Film,46.7
Star Destroyer,2012,38,Star Wars,1977,Film,46.7
Anakin's Podracer,2012,38,Star Wars,1977,Film,46.7
STAP,2012,24,Star Wars,1977,Film,46.7
MTT,2012,51,Star Wars,1977,Film,46.7
Alien Space Ship,2010,29,Toy Story,1995,Animated film,14.8
Army Jeep,2010,37,Toy Story,1995,Animated film,14.8
Woody's Camp Out,2010,18,Toy Story,1995,Animated film,14.8
Buzz's Mini Ship,2010,27,Toy Story,1995,Animated film,14.8
Trolley,2011,22,Harry Potter,1997,Novel,34.5
The Lab,2011,34,Harry Potter,1997,Novel,34.5
Rapunzel's Market Visit,2014,37,Disney Princess,2000,Animated films,45.4
Guido,2011,34,Cars,2006,Animated film,21.5
Grem,2011,52,Cars,2006,Animated film,21.5
Mini Black Pearl,2011,47,Pirates of the Caribbean,2003,Film,7.9
Jack Sparrow's Boat,2011,21,Pirates of the Caribbean,2003,Film,7.9
Voodoo Jack,2011,4,Pirates of the Caribbean,2003,Film,7.9
Jack Sparrow,2011,4,Pirates of the Caribbean,2003,Film,7.9
Bat Jetski,2012,38,Batman,1939,Comic book,29.6
Batmobile,2012,45,Batman,1939,Comic book,29.6
Quinjet,2012,33,Avengers,1963,Comic book,14.3
Thor and the Cosmic Cube,2012,25,Avengers,1963,Comic book,14.3
Lex Luthor,2012,17,DC Comics,2013,Film,7.76
Hawkeye with Equipment,2012,24,Avengers,1963,Comic book,14.3
Robin and Redbird Cycle,2013,40,Batman,1939,Comic book,29.6
Iron Man vs. Fighting Drone,2013,24,Iron Man,1963,Comic book,2.8899999999999997
Gun Mounting System,2013,17,Iron Man,1963,Comic book,2.8899999999999997
Aurora,2020,6,Disney Princess,2000,Animated films,45.4
Aurora's Rabbit,2020,25,Disney Princess,2000,Animated films,45.4
Cinderella,2020,5,Disney Princess,2000,Animated films,45.4
Lucifer,2020,18,Disney Princess,2000,Animated films,45.4
Belle,2020,10,Disney Princess,2000,Animated films,45.4
Mrs Potts and Chip,2020,18,Disney Princess,2000,Animated films,45.4
Moana,2020,11,Disney Princess,2000,Animated films,45.4
Pig Pua and Turtle,2020,18,Disney Princess,2000,Animated films,45.4
Frodo with Cooking Corner,2012,35,The Lord of the Rings,1937,Novel,6.84
Rapunzel's Dressing Table,2021,33,Disney Princess,2000,Animated films,45.4
Rapunzel & Hairbrush,2021,7,Disney Princess,2000,Animated films,45.4
Cinderella's Kitchen,2021,25,Disney Princess,2000,Animated films,45.4
Cinderella,2021,1,Disney Princess,2000,Animated films,45.4
"Cogsworth, Lumière & Sultan",2021,31,Disney Princess,2000,Animated films,45.4
Princess Ariel,2021,6,Disney Princess,2000,Animated films,45.4
Cinderella's Carriage,2021,28,Disney Princess,2000,Animated films,45.4
Belle,2021,7,Disney Princess,2000,Animated films,45.4
Fairy Godmother,2021,6,Disney Princess,2000,Animated films,45.4
Uruk Hai with Ballista,2012,21,The Lord of the Rings,1937,Novel,6.84
Z-95 Headhunter,2013,54,Star Wars,1977,Film,46.7
Mandalorian Fighter,2013,49,Star Wars,1977,Film,46.7
Republic Frigate,2013,45,Star Wars,1977,Film,46.7
Umbaran MHC,2013,49,Star Wars,1977,Film,46.7
Anakin's Jedi Intercepter,2014,45,Star Wars,1977,Film,46.7
Imperial Shuttle,2014,57,Star Wars,1977,Film,46.7
ARC-170 Starfighter,2014,54,Star Wars,1977,Film,46.7
Kraang's Turtle Target Practice,2013,36,Teenage Mutant Ninja Turtles,1984,Comic book,17.4
Mikey's Mini-Shellraiser,2014,46,Teenage Mutant Ninja Turtles,1984,Comic book,17.4
A-Wing Starfighter,2015,58,Star Wars,1977,Film,46.7
AT-DP,2015,65,Star Wars,1977,Film,46.7
TIE Advanced Prototype,2015,47,Star Wars,1977,Film,46.7
First Order Special Forces TIE Fighter,2015,41,Star Wars,1977,Film,46.7
First Order Star Destroyer,2016,56,Star Wars,1977,Film,46.7
Poe's X-wing Fighter,2015,64,Star Wars,1977,Film,46.7
Kylo Ren's Command Shuttle,2016,43,Star Wars,1977,Film,46.7
The Batman Tumbler,2014,57,Batman,1939,Comic book,29.6
Batwing,2014,45,Batman,1939,Comic book,29.6
Spider-Man Glider,2014,45,Spider-Man,1962,Comic book,25.4
The Joker Bumper Car,2015,47,Batman,1939,Comic book,29.6
The Avengers Quinjet,2015,56,Avengers,1963,Comic book,14.3
Spider-Man Super Jumper,2015,38,Spider-Man,1962,Comic book,25.4
Gallimimus Trap,2015,29,Jurassic World,1990,Novel,8.82
The Nether Duel,2021,37,Minecraft,2009,Video game,4.3
Kylo Ren's Shuttle,2018,33,Star Wars,1977,Film,46.7
Imperial TIE Fighter,2018,42,Star Wars,1977,Film,46.7
Baby Velociraptor Playpen,2018,48,Jurassic World,1990,Novel,8.82
Naboo Starfighter,2019,48,Star Wars,1977,Film,46.7
Snowspeeder,2019,49,Star Wars,1977,Film,46.7
Super Mushroom Surprise Expansion Set,2020,18,Super Mario,1981,Video game,8.6
Poe Dameron's X-wing Fighter,2020,72,Star Wars,1977,Film,46.7
Bob Minion with Robot Arms,2021,75,Minions,2010,Animated film,11.3
Imperial Shuttle,2021,85,Star Wars,1977,Film,46.7
Fuzzy & Mushroom Platform Expansion Set,2021,39,Super Mario,1981,Video game,8.6
Dinosaur Market,2022,34,Jurassic World,1990,Novel,8.82
Rapunzel's Boat,2021,38,Disney Princess,2000,Animated films,45.4
Hermione's Study Desk,2021,30,Harry Potter,1997,Novel,34.5
Steve and Creeper,2019,36,Minecraft,2009,Video game,4.3
The Skeleton Defense,2020,31,Minecraft,2009,Video game,4.3
Olaf's Summertime Fun,2016,48,Frozen,2013,Animated film,13.9
Harry's Journey to Hogwarts,2018,40,Harry Potter,1997,Novel,34.5
Harry Potter and Hedwig: Owl Delivery,2020,31,Harry Potter,1997,Novel,34.5
The Turtle Beach,2022,46,Minecraft,2009,Video game,4.3
Build Your Own Hogwarts Castle,2022,66,Harry Potter,1997,Novel,34.5
Spider-Man Bridge Battle,2022,45,Spider-Man,1962,Comic book,25.4
The Batmobile,2016,63,DC Comics,2013,Film,7.76
Captain America's Motorcycle,2016,25,Marvel,2008,Film,32.2
Spider-Man vs. The Venom Symbiote,2016,49,Spider-Man,1962,Comic book,25.4
The Milano,2017,64,Guardians of the Galaxy,1969,Comic book,2.15
Royal Talon Fighter,2018,59,Marvel,2008,Film,32.2
Spider-Man's Mini Spider Crawler,2019,73,Spider-Man,1962,Comic book,25.4
Iron Man and Dum-E,2019,38,Avengers,1963,Comic book,14.3
Captain Marvel and Nick Fury,2020,32,Marvel,2008,Film,32.2
Shang-Chi and the Great Protector,2021,55,Marvel,2008,Film,32.2
Batmobile,2022,68,Batman,1939,Comic book,29.6
Podracer,2019,60,Star Wars,1977,Film,46.7
AT-ST,2022,79,Star Wars,1977,Film,46.7
U-Wing Fighter,2017,55,Star Wars,1977,Film,46.7
First Order Heavy Assault Walker,2017,54,Star Wars,1977,Film,46.7
Imperial AT-Hauler,2018,49,Star Wars,1977,Film,46.7
Yellow Yoshi's Fruit Tree Expansion Set,2022,46,Super Mario,1981,Video game,8.6
The Mini Batmobile,2017,68,Batman,1939,Comic book,29.6
Batman in the Phantom Zone,2017,59,Batman,1939,Comic book,29.6
The Joker Battle Training,2017,49,Batman,1939,Comic book,29.6
The Mini Batwing,2017,80,Batman,1939,Comic book,29.6
The Guardians' Ship,2018,69,Avengers,1963,Comic book,14.3
The Mini Ultimate Batmobile,2018,84,Batman,1939,Comic book,29.6
Cinderella's Kitchen,2017,37,Disney Princess,2000,Animated films,45.4
Ariel's Underwater Symphony,2018,51,Disney Princess,2000,Animated films,45.4
Elsa's Winter Throne,2019,42,Frozen,2013,Animated film,13.9
Cinderella Mini Castle,2020,43,Disney Princess,2000,Animated films,45.4
Elsa and Bruni's Forest Camp,2022,58,Frozen,2013,Animated film,13.9
Scooby-Doo,2016,2,Scooby-Doo,1969,Animated series,4.6899999999999995
First Order Stormtrooper,2016,7,Star Wars,1977,Film,46.7
Batman Classic TV Series - Mr. Freeze,2016,16,Batman,1939,Comic book,29.6
Finn (FN-2187),2016,6,Star Wars,1977,Film,46.7
Nightwing,2016,6,Batman,1939,Comic book,29.6
